season,matchnumber,venue,dateandtime,winningteam,firstteam,secondteam,link
2015,MATCH 5,"Eden Gardens, Kolkata","APR, SAT 11 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 3 WICKETS,"DD
184/3
(20 OV)","RR
186/7
(20 OV )",https://www.iplt20.com/match/2015/10467
2015,MATCH 4,"M. A. Chidambaram Stadium, Chennai","APR, SAT 11 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 45 RUNS,"KKR
177/6
(20 OV)","RCB
179/7
(19 OV )",https://www.iplt20.com/match/2015/10466
2015,MATCH 3,Pune,"APR, FRI 10 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 26 RUNS,"CSK
209/4
(20 OV)","SRH
164/6
(20 OV )",https://www.iplt20.com/match/2015/10465
2015,MATCH 2,"M. A. Chidambaram Stadium, Chennai","APR, THU 9 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 1 RUN,"PBKS
136/8
(20 OV)","RR
162/7
(20 OV )",https://www.iplt20.com/match/2015/10464
2015,MATCH 1,"Eden Gardens, Kolkata","APR, WED 8 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"CSK
150/7
(20 OV)","DD
149/9
(20 OV )",https://www.iplt20.com/match/2015/10463
2016,MATCH 60,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 29 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 8 RUNS,"RCB
200/7
(20 OV)","SRH
208/7
(20 OV )",https://www.iplt20.com/match/2016/10582
2016,MATCH 59,"Arun Jaitley Stadium, Delhi","MAY, FRI 27 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 4 WICKETS,"GL
162/7
(20 OV)","SRH
163/6
(19.2 OV )",https://www.iplt20.com/match/2016/10581
2016,MATCH 58,"Arun Jaitley Stadium, Delhi","MAY, WED 25 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 22 RUNS,"SRH
162/8
(20 OV)","KKR
140/8
(20 OV )",https://www.iplt20.com/match/2016/10580
2016,MATCH 57,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 24 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,"GL
158
(20 OV)","RCB
159/6
(18.2 OV )",https://www.iplt20.com/match/2016/10579
2016,MATCH 56,"Shaheed Veer Narayan Singh International Cricket Stadium, Naya Raipur","MAY, SUN 22 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,"DD
138/8
(20 OV)","RCB
139/4
(18.1 OV )",https://www.iplt20.com/match/2016/10578
2016,MATCH 55,"Eden Gardens, Kolkata","MAY, SUN 22 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 22 RUNS,"KKR
171/6
(20 OV)","SRH
149/8
(20 OV )",https://www.iplt20.com/match/2016/10577
2016,MATCH 54,"Green Park, Kanpur","MAY, SAT 21 , 8:00 pm IST",GUJARAT LIONS WON BY 6 WICKETS,"GL
173/4
(17.5 OV)","MI
172/8
(20 OV )",https://www.iplt20.com/match/2016/10576
2016,MATCH 53,"ACA-VDCA Stadium, Visakhapatnam","MAY, SAT 21 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 4 WICKETS,"RPS
173/6
(20 OV)","PBKS
172/7
(20 OV )",https://www.iplt20.com/match/2016/10575
2016,MATCH 52,"Shaheed Veer Narayan Singh International Cricket Stadium, Naya Raipur","MAY, FRI 20 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,"DD
161/4
(20 OV)","SRH
158/7
(20 OV )",https://www.iplt20.com/match/2016/10574
2016,MATCH 51,"Green Park, Kanpur","MAY, THU 19 , 8:00 pm IST",GUJARAT LIONS WON BY 6 WICKETS,"GL
125/4
(13.3 OV)","KKR
124/8
(20 OV )",https://www.iplt20.com/match/2016/10573
2016,MATCH 50,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 82 RUNS (D/L METHOD),"RCB
211/3
(15 OV)","PBKS
120/9
(14 OV )",https://www.iplt20.com/match/2016/10572
2016,MATCH 49,"ACA-VDCA Stadium, Visakhapatnam","MAY, TUE 17 , 8:00 pm IST",RISING PUNE SUPERGIANTS WON BY 19 RUNS (D/L METHOD),"RPS
76/1
(11 OV)","DD
121/6
(20 OV )",https://www.iplt20.com/match/2016/10571
2016,MATCH 48,"Eden Gardens, Kolkata","MAY, MON 16 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,"KKR
183/5
(20 OV)","RCB
186/1
(18.4 OV )",https://www.iplt20.com/match/2016/10570
2016,MATCH 47,"ACA-VDCA Stadium, Visakhapatnam","MAY, SUN 15 , 8:00 pm IST",MUMBAI INDIANS WON BY 80 RUNS,"MI
206/4
(20 OV)","DD
126
(19.1 OV )",https://www.iplt20.com/match/2016/10569
2016,MATCH 46,"IS Bindra Stadium, Mohali","MAY, SUN 15 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"PBKS
179/4
(20 OV)","SRH
180/3
(19.4 OV )",https://www.iplt20.com/match/2016/10568
2016,MATCH 45,"Eden Gardens, Kolkata","MAY, SAT 14 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS (D/L METHOD),"KKR
66/2
(5 OV)","RPS
103/6
(17.4 OV )",https://www.iplt20.com/match/2016/10567
2016,MATCH 44,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 14 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 144 RUNS,"RCB
248/3
(20 OV)","GL
104
(18.4 OV )",https://www.iplt20.com/match/2016/10566
2016,MATCH 43,"ACA-VDCA Stadium, Visakhapatnam","MAY, FRI 13 , 8:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,"MI
124/9
(20 OV)","PBKS
127/3
(17 OV )",https://www.iplt20.com/match/2016/10565
2016,MATCH 42,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, THU 12 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,"SRH
146/8
(20 OV)","DD
150/3
(18.1 OV )",https://www.iplt20.com/match/2016/10564
2016,MATCH 41,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 11 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"RCB
151/4
(20 OV)","MI
153/4
(18.4 OV )",https://www.iplt20.com/match/2016/10563
2016,MATCH 40,"ACA-VDCA Stadium, Visakhapatnam","MAY, TUE 10 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 4 RUNS,"RPS
133/8
(20 OV)","SRH
137/8
(20 OV )",https://www.iplt20.com/match/2016/10562
2016,MATCH 39,"IS Bindra Stadium, Mohali","MAY, MON 9 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 1 RUN,"PBKS
174/4
(20 OV)","RCB
175/6
(20 OV )",https://www.iplt20.com/match/2016/10561
2016,MATCH 38,"Eden Gardens, Kolkata","MAY, SUN 8 , 8:00 pm IST",GUJARAT LIONS WON BY 5 WICKETS,"KKR
158/4
(20 OV)","GL
164/5
(18 OV )",https://www.iplt20.com/match/2016/10560
2016,MATCH 37,"ACA-VDCA Stadium, Visakhapatnam","MAY, SUN 8 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 85 RUNS,"MI
92
(16.3 OV)","SRH
177/3
(20 OV )",https://www.iplt20.com/match/2016/10559
2016,MATCH 36,"IS Bindra Stadium, Mohali","MAY, SAT 7 , 8:00 pm IST",PUNJAB KINGS WON BY 9 RUNS,"PBKS
181/5
(20 OV)","DD
172/5
(20 OV )",https://www.iplt20.com/match/2016/10558
2016,MATCH 35,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 7 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"RCB
195/3
(19.3 OV)","RPS
191/6
(20 OV )",https://www.iplt20.com/match/2016/10557
2016,MATCH 34,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, FRI 6 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,"SRH
129/5
(19 OV)","GL
126/6
(20 OV )",https://www.iplt20.com/match/2016/10556
2016,MATCH 33,"Arun Jaitley Stadium, Delhi","MAY, THU 5 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 7 WICKETS,"DD
162/7
(20 OV)","RPS
166/3
(19.1 OV )",https://www.iplt20.com/match/2016/10555
2016,MATCH 32,"Eden Gardens, Kolkata","MAY, WED 4 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 RUNS,"KKR
164/3
(20 OV)","PBKS
157/9
(20 OV )",https://www.iplt20.com/match/2016/10554
2016,MATCH 31,"Saurashtra Cricket Association Stadium, Rajkot","MAY, TUE 3 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,"GL
149/7
(20 OV)","DD
150/2
(17.2 OV )",https://www.iplt20.com/match/2016/10553
2016,MATCH 30,"M. Chinnaswamy Stadium, Bengaluru","MAY, MON 2 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"RCB
185/7
(20 OV)","KKR
189/5
(19.1 OV )",https://www.iplt20.com/match/2016/10552
2016,MATCH 29,Pune,"MAY, SUN 1 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"RPS
159/5
(20 OV)","MI
161/2
(18.3 OV )",https://www.iplt20.com/match/2016/10551
2016,MATCH 28,"Saurashtra Cricket Association Stadium, Rajkot","MAY, SUN 1 , 4:00 pm IST",PUNJAB KINGS WON BY 23 RUNS,"GL
131/9
(20 OV)","PBKS
154
(19.5 OV )",https://www.iplt20.com/match/2016/10550
2016,MATCH 27,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 30 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 15 RUNS,"SRH
194/5
(20 OV)","RCB
179/6
(20 OV )",https://www.iplt20.com/match/2016/10549
2016,MATCH 26,"Arun Jaitley Stadium, Delhi","APR, SAT 30 , 4:00 pm IST",DELHI DAREDEVILS WON BY 27 RUNS,"DD
186/8
(20 OV)","KKR
159
(18.3 OV )",https://www.iplt20.com/match/2016/10548
2016,MATCH 25,Pune,"APR, FRI 29 , 8:00 pm IST",GUJARAT LIONS WON BY 3 WICKETS,"RPS
195/3
(20 OV)","GL
196/7
(20 OV )",https://www.iplt20.com/match/2016/10547
2016,MATCH 24,"Wankhede Stadium, Mumbai","APR, THU 28 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"MI
178/4
(18 OV)","KKR
174/5
(20 OV )",https://www.iplt20.com/match/2016/10546
2016,MATCH 23,"Arun Jaitley Stadium, Delhi","APR, WED 27 , 8:00 pm IST",GUJARAT LIONS WON BY 1 RUN,"DD
171/5
(20 OV)","GL
172/6
(20 OV )",https://www.iplt20.com/match/2016/10545
2016,MATCH 22,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, TUE 26 , 8:00 pm IST",RISING PUNE SUPERGIANTS WON BY 34 RUNS (D/L METHOD),"SRH
118/8
(20 OV)","RPS
94/3
(11 OV )",https://www.iplt20.com/match/2016/10544
2016,MATCH 21,"IS Bindra Stadium, Mohali","APR, MON 25 , 8:00 pm IST",MUMBAI INDIANS WON BY 25 RUNS,"PBKS
164/7
(20 OV)","MI
189/6
(20 OV )",https://www.iplt20.com/match/2016/10543
2016,MATCH 20,Pune,"APR, SUN 24 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 2 WICKETS,"RPS
160/5
(20 OV)","KKR
162/8
(19.3 OV )",https://www.iplt20.com/match/2016/10542
2016,MATCH 19,"Saurashtra Cricket Association Stadium, Rajkot","APR, SUN 24 , 4:00 pm IST",GUJARAT LIONS WON BY 6 WICKETS,"GL
182/4
(19.3 OV)","RCB
180/2
(20 OV )",https://www.iplt20.com/match/2016/10541
2016,MATCH 18,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 23 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,"SRH
146/5
(17.5 OV)","PBKS
143/6
(20 OV )",https://www.iplt20.com/match/2016/10540
2016,MATCH 17,"Arun Jaitley Stadium, Delhi","APR, SAT 23 , 4:00 pm IST",DELHI DAREDEVILS WON BY 10 RUNS,"DD
164/4
(20 OV)","MI
154/7
(20 OV )",https://www.iplt20.com/match/2016/10539
2016,MATCH 16,Pune,"APR, FRI 22 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 13 RUNS,"RPS
172/8
(20 OV)","RCB
185/3
(20 OV )",https://www.iplt20.com/match/2016/10538
2016,MATCH 15,"Saurashtra Cricket Association Stadium, Rajkot","APR, THU 21 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 10 WICKETS,"GL
135/8
(20 OV)","SRH
137/0
(14.5 OV )",https://www.iplt20.com/match/2016/10537
2016,MATCH 14,"Wankhede Stadium, Mumbai","APR, WED 20 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"MI
171/4
(18 OV)","RCB
170/7
(20 OV )",https://www.iplt20.com/match/2016/10536
2016,MATCH 13,"IS Bindra Stadium, Mohali","APR, TUE 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"PBKS
138/8
(20 OV)","KKR
141/4
(17.1 OV )",https://www.iplt20.com/match/2016/10535
2016,MATCH 12,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 18 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SRH
145/3
(17.3 OV)","MI
142/6
(20 OV )",https://www.iplt20.com/match/2016/10534
2016,MATCH 11,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 17 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,"RCB
191/5
(20 OV)","DD
192/3
(19.1 OV )",https://www.iplt20.com/match/2016/10533
2016,MATCH 10,"IS Bindra Stadium, Mohali","APR, SUN 17 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"PBKS
153/4
(18.4 OV)","RPS
152/7
(20 OV )",https://www.iplt20.com/match/2016/10532
2016,MATCH 9,"Wankhede Stadium, Mumbai","APR, SAT 16 , 8:00 pm IST",GUJARAT LIONS WON BY 3 WICKETS,"MI
143/8
(20 OV)","GL
147/7
(20 OV )",https://www.iplt20.com/match/2016/10531
2016,MATCH 8,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 16 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"SRH
142/7
(20 OV)","KKR
146/2
(18.2 OV )",https://www.iplt20.com/match/2016/10530
2016,MATCH 7,"Arun Jaitley Stadium, Delhi","APR, FRI 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,"DD
113/2
(13.3 OV)","PBKS
111/9
(20 OV )",https://www.iplt20.com/match/2016/10529
2016,MATCH 6,"Saurashtra Cricket Association Stadium, Rajkot","APR, THU 14 , 8:00 pm IST",GUJARAT LIONS WON BY 7 WICKETS,"GL
164/3
(18 OV)","RPS
163/5
(20 OV )",https://www.iplt20.com/match/2016/10528
2016,MATCH 5,"Eden Gardens, Kolkata","APR, WED 13 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"KKR
187/5
(20 OV)","MI
188/4
(19.1 OV )",https://www.iplt20.com/match/2016/10527
2016,MATCH 4,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 12 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 45 RUNS,"RCB
227/4
(20 OV)","SRH
182/6
(20 OV )",https://www.iplt20.com/match/2016/10526
2016,MATCH 3,"IS Bindra Stadium, Mohali","APR, MON 11 , 8:00 pm IST",GUJARAT LIONS WON BY 5 WICKETS,"PBKS
161/6
(20 OV)","GL
162/5
(17.4 OV )",https://www.iplt20.com/match/2016/10525
2016,MATCH 2,"Eden Gardens, Kolkata","APR, SUN 10 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,"KKR
99/1
(14.1 OV)","DD
98
(17.4 OV )",https://www.iplt20.com/match/2016/10524
2016,MATCH 1,"Wankhede Stadium, Mumbai","APR, SAT 9 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 9 WICKETS,"MI
121/8
(20 OV)","RPS
126/1
(14.4 OV )",https://www.iplt20.com/match/2016/10523
2017,MATCH 60,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 21 , 8:00 pm IST",MUMBAI INDIANS WON BY 1 RUN,"RPS
128/6
(20 OV)","MI
129/8
(20 OV )",https://www.iplt20.com/match/2017/10642
2017,MATCH 59,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 19 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"MI
111/4
(14.3 OV)","KKR
107
(18.5 OV )",https://www.iplt20.com/match/2017/10641
2017,MATCH 58,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 17 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS (DLS METHOD),"SRH
128/7
(20 OV)","KKR
48/3
(5.2 OV )",https://www.iplt20.com/match/2017/10640
2017,MATCH 57,"Wankhede Stadium, Mumbai","MAY, TUE 16 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 20 RUNS,"MI
142/9
(20 OV)","RPS
162/4
(20 OV )",https://www.iplt20.com/match/2017/10639
2017,MATCH 56,"Arun Jaitley Stadium, Delhi","MAY, SUN 14 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 RUNS,"DD
151
(20 OV)","RCB
161/6
(20 OV )",https://www.iplt20.com/match/2017/10638
2017,MATCH 55,Pune,"MAY, SUN 14 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 9 WICKETS,"RPS
78/1
(12 OV)","PBKS
73
(15.5 OV )",https://www.iplt20.com/match/2017/10637
2017,MATCH 54,"Eden Gardens, Kolkata","MAY, SAT 13 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 RUNS,"KKR
164/8
(20 OV)","MI
173/5
(20 OV )",https://www.iplt20.com/match/2017/10636
2017,MATCH 53,"Green Park, Kanpur","MAY, SAT 13 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS,"GL
154
(19.2 OV)","SRH
158/2
(18.1 OV )",https://www.iplt20.com/match/2017/10635
2017,MATCH 52,"Arun Jaitley Stadium, Delhi","MAY, FRI 12 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 RUNS,"DD
168/8
(20 OV)","RPS
161/7
(20 OV )",https://www.iplt20.com/match/2017/10634
2017,MATCH 51,"Wankhede Stadium, Mumbai","MAY, THU 11 , 8:00 pm IST",PUNJAB KINGS WON BY 7 RUNS,"MI
223/6
(20 OV)","PBKS
230/3
(20 OV )",https://www.iplt20.com/match/2017/10633
2017,MATCH 50,"Green Park, Kanpur","MAY, WED 10 , 8:00 pm IST",DELHI DAREDEVILS WON BY 2 WICKETS,"GL
195/5
(20 OV)","DD
197/8
(19.4 OV )",https://www.iplt20.com/match/2017/10632
2017,MATCH 49,"IS Bindra Stadium, Mohali","MAY, TUE 9 , 8:00 pm IST",PUNJAB KINGS WON BY 14 RUNS,"PBKS
167/6
(20 OV)","KKR
153/6
(20 OV )",https://www.iplt20.com/match/2017/10631
2017,MATCH 48,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 8 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SRH
140/3
(18.2 OV)","MI
138/7
(20 OV )",https://www.iplt20.com/match/2017/10630
2017,MATCH 47,"IS Bindra Stadium, Mohali","MAY, SUN 7 , 8:00 pm IST",GUJARAT LIONS WON BY 6 WICKETS,"PBKS
189/3
(20 OV)","GL
192/4
(19.4 OV )",https://www.iplt20.com/match/2017/10629
2017,MATCH 46,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 7 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"RCB
158/6
(20 OV)","KKR
159/4
(15.1 OV )",https://www.iplt20.com/match/2017/10628
2017,MATCH 45,"Arun Jaitley Stadium, Delhi","MAY, SAT 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 146 RUNS,"DD
66
(13.4 OV)","MI
212/3
(20 OV )",https://www.iplt20.com/match/2017/10627
2017,MATCH 44,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 6 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 12 RUNS,"SRH
136/9
(20 OV)","RPS
148/8
(20 OV )",https://www.iplt20.com/match/2017/10626
2017,MATCH 43,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 5 , 8:00 pm IST",PUNJAB KINGS WON BY 19 RUNS,"RCB
119
(19 OV)","PBKS
138/7
(20 OV )",https://www.iplt20.com/match/2017/10625
2017,MATCH 42,"Arun Jaitley Stadium, Delhi","MAY, THU 4 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,"DD
214/3
(17.3 OV)","GL
208/7
(20 OV )",https://www.iplt20.com/match/2017/10624
2017,MATCH 41,"Eden Gardens, Kolkata","MAY, WED 3 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 4 WICKETS,"KKR
155/8
(20 OV)","RPS
158/6
(19.2 OV )",https://www.iplt20.com/match/2017/10623
2017,MATCH 40,"Arun Jaitley Stadium, Delhi","MAY, TUE 2 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,"DD
189/4
(19.1 OV)","SRH
185/3
(20 OV )",https://www.iplt20.com/match/2017/10622
2017,MATCH 39,Pune,"MAY, MON 1 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 5 WICKETS,"RPS
167/5
(19.5 OV)","GL
161
(19.5 OV )",https://www.iplt20.com/match/2017/10621
2017,MATCH 38,"Wankhede Stadium, Mumbai","MAY, MON 1 , 4:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MI
165/5
(19.5 OV)","RCB
162/8
(20 OV )",https://www.iplt20.com/match/2017/10620
2017,MATCH 37,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 30 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 48 RUNS,"SRH
209/3
(20 OV)","KKR
161/7
(20 OV )",https://www.iplt20.com/match/2017/10619
2017,MATCH 36,"IS Bindra Stadium, Mohali","APR, SUN 30 , 4:00 pm IST",PUNJAB KINGS WON BY 10 WICKETS,"PBKS
68/0
(7.5 OV)","DD
67
(17.1 OV )",https://www.iplt20.com/match/2017/10618
2017,MATCH 35,"Saurashtra Cricket Association Stadium, Rajkot","APR, SAT 29 , 8:00 pm IST",MATCH TIED (MUMBAI INDIANS WON THE SUPER OVER),"GL
153/9
(20 OV)","MI
153
(20 OV )",https://www.iplt20.com/match/2017/10617
2017,MATCH 34,Pune,"APR, SAT 29 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 61 RUNS,6/0,SUPER OVER - 1,https://www.iplt20.com/match/2017/10616
2017,MATCH 33,"IS Bindra Stadium, Mohali","APR, FRI 28 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 26 RUNS,"RPS
157/3
(20 OV)","RCB
96/9
(20 OV )",https://www.iplt20.com/match/2017/10615
2017,MATCH 32,"Eden Gardens, Kolkata","APR, FRI 28 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"PBKS
181/9
(20 OV)","SRH
207/3
(20 OV )",https://www.iplt20.com/match/2017/10614
2017,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 27 , 8:00 pm IST",GUJARAT LIONS WON BY 7 WICKETS,"KKR
161/3
(16.2 OV)","DD
160/6
(20 OV )",https://www.iplt20.com/match/2017/10613
2017,MATCH 30,Pune,"APR, WED 26 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"RCB
134
(20 OV)","GL
135/3
(13.5 OV )",https://www.iplt20.com/match/2017/10612
2017,MATCH 29,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 25 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,"RPS
182/5
(20 OV)","KKR
184/3
(18.1 OV )",https://www.iplt20.com/match/2017/10611
2017,MATCH 28,"Wankhede Stadium, Mumbai","APR, MON 24 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 3 RUNS,RCB,SRH,https://www.iplt20.com/match/2017/10610
2017,MATCH 27,"Eden Gardens, Kolkata","APR, SUN 23 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 82 RUNS,"MI
157/8
(20 OV)","RPS
160/6
(20 OV )",https://www.iplt20.com/match/2017/10609
2017,MATCH 26,"Saurashtra Cricket Association Stadium, Rajkot","APR, SUN 23 , 4:00 pm IST",PUNJAB KINGS WON BY 26 RUNS,"KKR
131
(19.3 OV)","RCB
49
(9.4 OV )",https://www.iplt20.com/match/2017/10608
2017,MATCH 25,"Wankhede Stadium, Mumbai","APR, SAT 22 , 8:00 pm IST",MUMBAI INDIANS WON BY 14 RUNS,"GL
162/7
(20 OV)","PBKS
188/7
(20 OV )",https://www.iplt20.com/match/2017/10607
2017,MATCH 24,Pune,"APR, SAT 22 , 4:00 pm IST",RISING PUNE SUPERGIANT WON BY 6 WICKETS,"MI
142/8
(20 OV)","DD
128/7
(20 OV )",https://www.iplt20.com/match/2017/10606
2017,MATCH 23,"Eden Gardens, Kolkata","APR, FRI 21 , 8:00 pm IST",GUJARAT LIONS WON BY 4 WICKETS,"RPS
179/4
(20 OV)","SRH
176/3
(20 OV )",https://www.iplt20.com/match/2017/10605
2017,MATCH 22,"Holkar Cricket Stadium, Indore","APR, THU 20 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"KKR
187/5
(20 OV)","GL
188/6
(18.2 OV )",https://www.iplt20.com/match/2017/10604
2017,MATCH 21,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, WED 19 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 15 RUNS,"PBKS
198/4
(20 OV)","MI
199/2
(15.3 OV )",https://www.iplt20.com/match/2017/10603
2017,MATCH 20,"Saurashtra Cricket Association Stadium, Rajkot","APR, TUE 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 21 RUNS,"SRH
191/4
(20 OV)","DD
176/5
(20 OV )",https://www.iplt20.com/match/2017/10602
2017,MATCH 19,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 17 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 RUNS,"GL
192/7
(20 OV)","RCB
213/2
(20 OV )",https://www.iplt20.com/match/2017/10601
2017,MATCH 18,"Arun Jaitley Stadium, Delhi","APR, MON 17 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,"SRH
159/6
(20 OV)","PBKS
154
(19.4 OV )",https://www.iplt20.com/match/2017/10600
2017,MATCH 17,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 16 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 27 RUNS,"DD
168/7
(20 OV)","KKR
169/6
(19.5 OV )",https://www.iplt20.com/match/2017/10599
2017,MATCH 16,"Wankhede Stadium, Mumbai","APR, SUN 16 , 4:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"RCB
134/9
(20 OV)","RPS
161/8
(20 OV )",https://www.iplt20.com/match/2017/10598
